order_item_id,order_id,product_id,quantity,selling_price,unit_cost,discount_pct
670,266,26,2,4340.44,3619.9,0.1
671,266,30,2,3746.97,2114.6,0
672,267,23,3,1268.75,811.63,0.05
673,267,12,1,7376.83,4295.88,0
674,267,21,3,3273.46,2679.2,0.15
675,267,24,2,845.76,559.48,0.1
676,268,14,1,1305.45,947.5,0
677,268,10,3,8480.33,5504.87,0
678,269,29,2,2988.17,1988.04,0.05
679,269,27,3,730.29,621.93,0.15
680,269,20,1,4072.21,2691.55,0.15
681,269,5,1,16714.98,13430.02,0.15
682,270,12,3,6639.15,4295.88,0.1
683,271,25,3,3017.53,2058.16,0
684,271,12,1,6639.15,4295.88,0.1
685,271,20,3,4311.75,2691.55,0.1
686,271,15,2,814.92,653.32,0.05
687,272,9,2,697.98,447.76,0.1
688,272,14,3,1305.45,947.5,0
689,273,27,2,859.17,621.93,0
690,273,21,2,3273.46,2679.2,0.15
691,274,11,3,10282.61,6707.36,0
692,274,12,3,6639.15,4295.88,0.1
693,274,24,1,845.76,559.48,0.1
694,274,22,2,1364.11,1067.3,0.15
695,275,25,2,2564.9,2058.16,0.15
696,275,6,1,7389.23,6696.16,0.15
697,276,22,2,1524.59,1067.3,0.05
698,277,21,1,3273.46,2679.2,0.15
699,278,7,1,2990.66,2318.63,0
700,278,22,2,1364.11,1067.3,0.15
701,279,23,3,1268.75,811.63,0.05
702,280,28,1,2112.3,1570.6,0.15
703,280,10,3,7208.28,5504.87,0.15
704,280,7,3,2990.66,2318.63,0
705,281,16,3,4333.94,2488.44,0
706,281,25,2,2866.65,2058.16,0.05
707,281,19,3,5822.13,4743.87,0.15
708,281,22,1,1524.59,1067.3,0.05
709,282,8,2,9275.43,7508.58,0.1
710,282,6,2,8693.21,6696.16,0
711,282,10,1,7632.3,5504.87,0.1
712,283,25,1,2564.9,2058.16,0.15
713,283,20,1,4551.29,2691.55,0.05
714,284,12,3,7376.83,4295.88,0
715,285,12,2,7376.83,4295.88,0
716,285,11,1,9768.48,6707.36,0.05
717,286,15,3,729.14,653.32,0.15
718,287,22,3,1364.11,1067.3,0.15
719,287,8,3,10306.03,7508.58,0
720,287,12,2,6639.15,4295.88,0.1
721,288,1,3,15187.64,9720.81,0.1
722,288,14,1,1305.45,947.5,0
723,288,26,2,4581.57,3619.9,0.05
724,289,4,1,5756.48,3360.05,0.05
725,289,27,2,816.21,621.93,0.05
726,290,21,2,3273.46,2679.2,0.15
727,290,24,1,939.73,559.48,0
728,290,19,2,6507.09,4743.87,0.05
729,291,7,2,2990.66,2318.63,0
730,291,10,3,7208.28,5504.87,0.15
731,291,8,1,10306.03,7508.58,0
732,292,4,2,6059.45,3360.05,0
733,292,14,3,1305.45,947.5,0
734,293,26,3,4822.71,3619.9,0
735,294,13,2,656.83,456.02,0
736,295,24,2,892.74,559.48,0.05
737,295,18,1,2887.59,1911.48,0.05
738,295,15,3,772.03,653.32,0.1
739,295,23,2,1201.98,811.63,0.1
740,296,28,3,2485.06,1570.6,0
741,296,12,3,6270.31,4295.88,0.15
742,296,13,1,656.83,456.02,0
743,296,28,1,2112.3,1570.6,0.15
744,297,19,3,6849.57,4743.87,0
745,297,28,2,2485.06,1570.6,0
746,297,9,2,736.75,447.76,0.05
747,297,12,1,7007.99,4295.88,0.05
748,298,27,3,859.17,621.93,0
749,298,20,1,4311.75,2691.55,0.1
750,298,24,2,845.76,559.48,0.1
751,299,14,1,1305.45,947.5,0
752,299,11,2,9768.48,6707.36,0.05
753,299,1,1,16875.16,9720.81,0
754,300,14,1,1240.18,947.5,0.05
755,300,29,3,2830.9,1988.04,0.1
756,301,15,2,772.03,653.32,0.1
757,301,14,3,1305.45,947.5,0
758,301,28,1,2485.06,1570.6,0
759,302,22,2,1604.83,1067.3,0
760,303,19,3,6849.57,4743.87,0
761,304,8,2,9275.43,7508.58,0.1
762,304,24,1,798.77,559.48,0.15
763,304,2,1,4384.11,3285.39,0
764,305,22,1,1444.35,1067.3,0.1
765,305,3,2,22471.2,16855.87,0
766,305,24,3,939.73,559.48,0
767,305,6,2,8693.21,6696.16,0
768,306,26,3,4581.57,3619.9,0.05
769,306,14,2,1305.45,947.5,0
770,306,23,3,1335.53,811.63,0
771,306,29,2,2673.62,1988.04,0.15
772,307,26,1,4822.71,3619.9,0
773,308,16,3,4117.24,2488.44,0.05
774,309,5,2,19664.68,13430.02,0
775,309,5,1,19664.68,13430.02,0
776,310,17,2,4099.26,2655.66,0.1
777,310,18,2,2887.59,1911.48,0.05
778,311,20,3,4072.21,2691.55,0.15
779,311,4,2,5150.53,3360.05,0.15
780,311,27,2,816.21,621.93,0.05
781,312,22,1,1604.83,1067.3,0
782,312,15,2,729.14,653.32,0.15
783,312,12,3,7376.83,4295.88,0
784,312,30,3,3184.92,2114.6,0.15
785,313,19,1,6849.57,4743.87,0
786,313,26,1,4581.57,3619.9,0.05
787,313,1,3,16031.4,9720.81,0.05
788,313,30,1,3184.92,2114.6,0.15
789,314,5,2,17698.21,13430.02,0.1
790,314,4,1,6059.45,3360.05,0
791,314,26,1,4340.44,3619.9,0.1
792,315,28,1,2236.55,1570.6,0.1
793,315,15,3,772.03,653.32,0.1
794,315,3,2,22471.2,16855.87,0
795,316,19,1,6849.57,4743.87,0
796,316,30,3,3184.92,2114.6,0.15
797,317,22,1,1524.59,1067.3,0.05
798,317,25,2,2866.65,2058.16,0.05
799,318,9,1,775.53,447.76,0
800,318,24,2,845.76,559.48,0.1
801,318,26,2,4099.3,3619.9,0.15
802,318,25,2,2866.65,2058.16,0.05
803,319,27,1,730.29,621.93,0.15
804,319,9,1,775.53,447.76,0
805,319,30,1,3559.62,2114.6,0.05
806,319,15,1,729.14,653.32,0.15
807,320,20,2,4072.21,2691.55,0.15
808,321,29,1,3145.44,1988.04,0
809,322,27,3,816.21,621.93,0.05
810,322,6,2,7823.89,6696.16,0.1
811,322,3,1,20224.08,16855.87,0.1
812,322,13,3,558.31,456.02,0.15
813,323,26,2,4099.3,3619.9,0.15
814,323,29,1,2988.17,1988.04,0.05
815,323,19,2,6507.09,4743.87,0.05
816,323,2,3,4164.9,3285.39,0.05
817,324,21,3,3658.57,2679.2,0.05
818,325,30,3,3184.92,2114.6,0.15
819,325,23,3,1335.53,811.63,0
820,325,12,3,7376.83,4295.88,0
821,326,30,2,3559.62,2114.6,0.05
822,326,18,3,2583.63,1911.48,0.15
823,326,12,3,7376.83,4295.88,0
824,326,21,2,3851.13,2679.2,0
825,327,11,3,9768.48,6707.36,0.05
826,327,22,1,1604.83,1067.3,0
827,327,18,2,2887.59,1911.48,0.05
828,327,5,3,19664.68,13430.02,0
829,328,18,2,2583.63,1911.48,0.15
830,329,5,3,17698.21,13430.02,0.1
831,329,3,1,19100.52,16855.87,0.15
832,329,15,2,857.81,653.32,0
833,330,22,2,1604.83,1067.3,0
834,330,16,1,4333.94,2488.44,0
835,330,26,3,4581.57,3619.9,0.05
836,330,29,2,2988.17,1988.04,0.05
837,331,27,3,859.17,621.93,0
838,331,26,1,4340.44,3619.9,0.1
839,332,19,1,5822.13,4743.87,0.15
840,332,13,3,656.83,456.02,0
841,332,15,3,857.81,653.32,0
842,333,28,1,2485.06,1570.6,0
843,334,30,3,3746.97,2114.6,0
844,334,14,3,1109.63,947.5,0.15
845,334,29,2,2673.62,1988.04,0.15
846,334,10,1,8056.31,5504.87,0.05
847,335,22,2,1604.83,1067.3,0
848,336,18,1,3039.57,1911.48,0
849,336,29,2,2830.9,1988.04,0.1
850,337,28,2,2236.55,1570.6,0.1
851,337,3,3,22471.2,16855.87,0
852,338,4,1,5453.51,3360.05,0.1
853,338,3,3,19100.52,16855.87,0.15
854,338,28,2,2485.06,1570.6,0
855,338,1,3,16031.4,9720.81,0.05
856,339,24,1,892.74,559.48,0.05
857,339,30,1,3746.97,2114.6,0
858,340,28,2,2360.81,1570.6,0.05
859,340,1,1,15187.64,9720.81,0.1
860,340,9,3,775.53,447.76,0
861,341,11,2,9254.35,6707.36,0.1
862,341,21,2,3466.02,2679.2,0.1
863,341,17,1,4554.73,2655.66,0
864,341,2,1,4164.9,3285.39,0.05
865,342,27,1,773.25,621.93,0.1
866,343,23,3,1135.2,811.63,0.15
867,344,8,3,10306.03,7508.58,0
868,344,19,1,6849.57,4743.87,0
869,344,11,3,10282.61,6707.36,0
870,345,13,1,623.99,456.02,0.05
871,345,13,2,558.31,456.02,0.15
872,345,2,2,3945.7,3285.39,0.1
873,346,21,1,3851.13,2679.2,0
874,346,28,1,2236.55,1570.6,0.1
875,346,2,1,3726.49,3285.39,0.15
876,347,19,2,5822.13,4743.87,0.15
877,348,21,3,3273.46,2679.2,0.15
878,348,19,2,5822.13,4743.87,0.15
879,348,7,3,2841.13,2318.63,0.05
880,349,4,2,6059.45,3360.05,0
881,349,28,3,2112.3,1570.6,0.15
882,349,24,2,939.73,559.48,0
883,350,5,1,16714.98,13430.02,0.15
884,350,16,3,3683.85,2488.44,0.15
885,351,14,2,1305.45,947.5,0
886,352,27,2,859.17,621.93,0
887,352,17,2,3871.52,2655.66,0.15
888,352,14,3,1305.45,947.5,0
889,352,15,1,857.81,653.32,0
890,353,3,2,22471.2,16855.87,0
891,354,2,2,4384.11,3285.39,0
892,354,22,2,1524.59,1067.3,0.05
893,355,12,2,7007.99,4295.88,0.05
894,355,26,1,4099.3,3619.9,0.15
895,355,6,3,8258.55,6696.16,0.05
896,355,18,1,3039.57,1911.48,0
897,356,11,2,8740.22,6707.36,0.15
898,356,14,1,1174.9,947.5,0.1
899,356,4,1,5756.48,3360.05,0.05
900,356,18,3,2887.59,1911.48,0.05
901,357,11,2,9254.35,6707.36,0.1
902,358,12,3,6639.15,4295.88,0.1
903,359,4,3,5756.48,3360.05,0.05
904,359,12,3,7376.83,4295.88,0
905,359,6,1,8693.21,6696.16,0
906,360,24,3,892.74,559.48,0.05
907,361,15,3,814.92,653.32,0.05
908,361,10,2,8480.33,5504.87,0
909,361,13,2,656.83,456.02,0
910,362,18,2,3039.57,1911.48,0
911,362,14,3,1305.45,947.5,0
912,362,15,2,772.03,653.32,0.1
913,362,28,2,2236.55,1570.6,0.1
914,363,12,3,6639.15,4295.88,0.1
915,363,23,2,1135.2,811.63,0.15
916,363,1,1,16875.16,9720.81,0
917,363,24,1,939.73,559.48,0
918,364,17,3,4326.99,2655.66,0.05
919,365,12,3,7007.99,4295.88,0.05
920,365,4,1,5453.51,3360.05,0.1
921,365,20,2,4551.29,2691.55,0.05
922,365,5,1,17698.21,13430.02,0.1
923,366,1,3,16875.16,9720.81,0
924,366,18,2,2583.63,1911.48,0.15
925,366,2,3,4164.9,3285.39,0.05
926,367,26,1,4822.71,3619.9,0
927,367,28,3,2485.06,1570.6,0
928,368,27,2,816.21,621.93,0.05
929,368,16,2,3683.85,2488.44,0.15
930,368,3,2,22471.2,16855.87,0
931,369,23,3,1201.98,811.63,0.1
932,369,13,2,591.15,456.02,0.1
933,369,26,1,4340.44,3619.9,0.1
934,369,17,1,4554.73,2655.66,0
935,370,10,3,7208.28,5504.87,0.15
936,370,11,3,8740.22,6707.36,0.15
937,370,14,1,1109.63,947.5,0.15
938,370,9,1,697.98,447.76,0.1
939,371,21,3,3658.57,2679.2,0.05
940,372,20,3,4311.75,2691.55,0.1
941,372,15,3,857.81,653.32,0
942,373,15,3,772.03,653.32,0.1
943,373,22,2,1524.59,1067.3,0.05
944,373,27,2,730.29,621.93,0.15
945,373,21,2,3273.46,2679.2,0.15
946,374,6,1,7389.23,6696.16,0.15
947,374,8,3,8760.13,7508.58,0.15
948,374,5,2,17698.21,13430.02,0.1
949,375,24,3,892.74,559.48,0.05
950,375,28,2,2112.3,1570.6,0.15
951,375,3,2,22471.2,16855.87,0
952,375,1,3,16875.16,9720.81,0
953,376,28,1,2485.06,1570.6,0
954,377,8,2,10306.03,7508.58,0
955,377,9,1,659.2,447.76,0.15
956,377,2,3,4164.9,3285.39,0.05
957,377,11,2,9768.48,6707.36,0.05
958,378,15,3,772.03,653.32,0.1
959,378,11,2,9768.48,6707.36,0.05
960,378,24,1,939.73,559.48,0
961,379,11,1,9768.48,6707.36,0.05
962,379,6,2,7823.89,6696.16,0.1
963,380,26,1,4340.44,3619.9,0.1
964,380,29,3,2673.62,1988.04,0.15
965,380,30,1,3372.27,2114.6,0.1
966,381,17,2,4554.73,2655.66,0
967,381,20,1,4790.83,2691.55,0
968,381,17,3,4554.73,2655.66,0
969,381,4,3,6059.45,3360.05,0
970,382,22,3,1604.83,1067.3,0
971,382,27,1,816.21,621.93,0.05
972,383,6,3,8693.21,6696.16,0
973,383,13,2,591.15,456.02,0.1
974,384,3,1,21347.64,16855.87,0.05
975,384,10,2,8480.33,5504.87,0
976,384,17,1,4554.73,2655.66,0
977,384,18,3,2887.59,1911.48,0.05
978,385,22,2,1444.35,1067.3,0.1
979,385,20,3,4790.83,2691.55,0
980,385,22,1,1604.83,1067.3,0
981,386,20,1,4790.83,2691.55,0
982,387,5,1,18681.45,13430.02,0.05
983,388,5,1,18681.45,13430.02,0.05
984,388,10,3,8480.33,5504.87,0
985,389,20,3,4311.75,2691.55,0.1
986,389,16,3,4333.94,2488.44,0
987,390,19,1,6849.57,4743.87,0
988,390,30,3,3372.27,2114.6,0.1
989,391,28,2,2485.06,1570.6,0
990,392,23,2,1335.53,811.63,0
991,392,25,2,2564.9,2058.16,0.15
992,392,18,3,2583.63,1911.48,0.15
993,393,26,3,4822.71,3619.9,0
994,393,3,3,22471.2,16855.87,0
995,394,5,3,19664.68,13430.02,0
996,395,20,1,4072.21,2691.55,0.15
997,395,15,2,814.92,653.32,0.05
998,396,11,2,9254.35,6707.36,0.1
999,396,18,2,2887.59,1911.48,0.05
1000,397,30,2,3184.92,2114.6,0.15
1001,397,11,2,9768.48,6707.36,0.05
1002,398,29,2,3145.44,1988.04,0
1003,398,26,2,4340.44,3619.9,0.1
1004,398,5,2,18681.45,13430.02,0.05
1005,398,19,2,6849.57,4743.87,0
1006,399,18,3,2735.61,1911.48,0.1
1007,399,3,3,22471.2,16855.87,0
1008,400,11,3,9254.35,6707.36,0.1
1009,400,23,3,1135.2,811.63,0.15
1010,401,4,1,6059.45,3360.05,0
1011,401,9,1,697.98,447.76,0.1
1012,402,5,1,19664.68,13430.02,0
1013,402,2,1,3945.7,3285.39,0.1
1014,403,1,1,16875.16,9720.81,0
1015,403,22,1,1444.35,1067.3,0.1
1016,404,19,1,6849.57,4743.87,0
1017,404,18,3,2583.63,1911.48,0.15
1018,405,26,1,4581.57,3619.9,0.05
1019,405,8,1,9790.73,7508.58,0.05
1020,406,20,3,4790.83,2691.55,0
1021,406,11,1,9254.35,6707.36,0.1
1022,407,23,1,1201.98,811.63,0.1
1023,407,28,2,2485.06,1570.6,0
1024,407,22,1,1604.83,1067.3,0
1025,407,21,1,3273.46,2679.2,0.15
1026,408,3,3,22471.2,16855.87,0
1027,409,19,3,6164.61,4743.87,0.1
1028,409,11,2,10282.61,6707.36,0
1029,410,3,3,19100.52,16855.87,0.15
1030,411,4,1,5453.51,3360.05,0.1
1031,411,23,2,1335.53,811.63,0
1032,412,3,1,20224.08,16855.87,0.1
1033,412,21,1,3851.13,2679.2,0
1034,412,28,1,2112.3,1570.6,0.15
1035,413,22,1,1364.11,1067.3,0.15
1036,413,11,1,10282.61,6707.36,0
1037,413,2,2,4164.9,3285.39,0.05
1038,413,26,2,4581.57,3619.9,0.05
1039,414,11,3,8740.22,6707.36,0.15
1040,415,14,2,1305.45,947.5,0
1041,415,9,2,659.2,447.76,0.15
1042,415,2,3,4384.11,3285.39,0
1043,415,23,3,1335.53,811.63,0
1044,416,9,3,659.2,447.76,0.15
1045,416,15,1,729.14,653.32,0.15
1046,416,12,1,7376.83,4295.88,0
1047,417,12,2,7376.83,4295.88,0
1048,417,12,3,6270.31,4295.88,0.15
1049,418,9,1,775.53,447.76,0
1050,418,7,3,2691.59,2318.63,0.1
1051,418,30,2,3746.97,2114.6,0
1052,418,17,1,4554.73,2655.66,0
1053,419,3,3,22471.2,16855.87,0
1054,419,9,1,697.98,447.76,0.1
1055,420,10,1,8480.33,5504.87,0
1056,420,27,3,859.17,621.93,0
1057,421,2,1,4164.9,3285.39,0.05
1058,421,2,2,4384.11,3285.39,0
1059,421,5,3,19664.68,13430.02,0
1060,422,18,1,3039.57,1911.48,0
1061,422,21,1,3851.13,2679.2,0
1062,422,14,2,1305.45,947.5,0
1063,423,7,2,2542.06,2318.63,0.15
1064,423,4,2,5756.48,3360.05,0.05
1065,424,2,1,4384.11,3285.39,0
1066,424,24,1,892.74,559.48,0.05
1067,424,5,1,16714.98,13430.02,0.15
1068,425,19,3,6849.57,4743.87,0
1069,425,30,3,3559.62,2114.6,0.05
1070,425,5,2,17698.21,13430.02,0.1
1071,425,19,3,6507.09,4743.87,0.05
1072,426,18,2,2735.61,1911.48,0.1
1073,426,30,1,3746.97,2114.6,0
1074,426,7,3,2841.13,2318.63,0.05
1075,426,10,2,8480.33,5504.87,0
1076,427,21,1,3466.02,2679.2,0.1
1077,428,10,1,8480.33,5504.87,0
1078,428,12,2,7007.99,4295.88,0.05
1079,428,9,2,775.53,447.76,0
1080,428,22,3,1604.83,1067.3,0
1081,429,28,1,2485.06,1570.6,0
1082,430,5,2,19664.68,13430.02,0
1083,430,10,1,8480.33,5504.87,0
1084,430,23,3,1135.2,811.63,0.15
1085,431,26,2,4099.3,3619.9,0.15
1086,431,9,2,775.53,447.76,0
1087,432,20,3,4311.75,2691.55,0.1
1088,432,14,1,1109.63,947.5,0.15
1089,432,23,2,1201.98,811.63,0.1
1090,432,25,1,3017.53,2058.16,0
1091,433,19,1,6849.57,4743.87,0
1092,433,23,2,1268.75,811.63,0.05
1093,434,28,1,2360.81,1570.6,0.05
1094,434,2,2,4384.11,3285.39,0
1095,434,6,3,7823.89,6696.16,0.1
1096,434,29,2,2830.9,1988.04,0.1
1097,435,11,2,10282.61,6707.36,0
1098,435,30,1,3559.62,2114.6,0.05
1099,436,28,3,2236.55,1570.6,0.1
1100,436,19,1,6849.57,4743.87,0
1101,436,26,2,4099.3,3619.9,0.15
1102,437,16,1,3683.85,2488.44,0.15
1103,437,25,1,3017.53,2058.16,0
1104,437,18,1,3039.57,1911.48,0
1105,437,26,2,4822.71,3619.9,0
1106,438,28,2,2112.3,1570.6,0.15
1107,438,8,2,10306.03,7508.58,0
1108,439,5,3,19664.68,13430.02,0
1109,439,6,1,8258.55,6696.16,0.05
1110,440,28,2,2236.55,1570.6,0.1
1111,440,11,2,8740.22,6707.36,0.15
1112,440,20,3,4551.29,2691.55,0.05
1113,441,3,3,21347.64,16855.87,0.05
1114,441,15,3,772.03,653.32,0.1
1115,442,25,2,2564.9,2058.16,0.15
1116,443,6,2,8258.55,6696.16,0.05
1117,443,21,2,3851.13,2679.2,0
1118,443,15,2,814.92,653.32,0.05
1119,444,28,2,2112.3,1570.6,0.15
1120,444,10,3,8480.33,5504.87,0
1121,444,26,2,4340.44,3619.9,0.1
1122,445,26,2,4581.57,3619.9,0.05
1123,445,5,2,19664.68,13430.02,0
1124,445,5,1,17698.21,13430.02,0.1
1125,445,4,2,5756.48,3360.05,0.05
1126,446,1,3,14343.89,9720.81,0.15
1127,446,26,1,4099.3,3619.9,0.15
1128,446,1,1,16875.16,9720.81,0
1129,447,14,1,1174.9,947.5,0.1
1130,448,28,2,2236.55,1570.6,0.1
1131,448,13,3,656.83,456.02,0
1132,448,23,3,1201.98,811.63,0.1
1133,448,5,1,17698.21,13430.02,0.1
1134,449,24,3,892.74,559.48,0.05
1135,449,20,3,4790.83,2691.55,0
1136,450,2,1,4164.9,3285.39,0.05
1137,450,27,3,773.25,621.93,0.1
1138,450,16,2,4333.94,2488.44,0
1139,450,18,1,3039.57,1911.48,0
1140,451,6,3,7823.89,6696.16,0.1
1141,452,4,2,5150.53,3360.05,0.15
1142,452,20,1,4790.83,2691.55,0
1143,452,27,2,816.21,621.93,0.05
1144,453,9,3,775.53,447.76,0
1145,453,19,1,6507.09,4743.87,0.05
1146,454,22,1,1364.11,1067.3,0.15
1147,455,18,1,2735.61,1911.48,0.1
1148,456,16,2,4333.94,2488.44,0
1149,457,15,1,857.81,653.32,0
1150,457,23,2,1335.53,811.63,0
1151,457,21,3,3851.13,2679.2,0
1152,458,4,3,5756.48,3360.05,0.05
1153,458,27,1,773.25,621.93,0.1
1154,458,20,3,4790.83,2691.55,0
1155,458,19,1,5822.13,4743.87,0.15
1156,459,29,3,3145.44,1988.04,0
1157,459,8,2,9275.43,7508.58,0.1
1158,459,20,2,4072.21,2691.55,0.15
1159,459,21,1,3851.13,2679.2,0
1160,460,5,1,19664.68,13430.02,0
1161,460,1,1,16875.16,9720.81,0
1162,460,29,2,3145.44,1988.04,0
1163,461,7,1,2691.59,2318.63,0.1
1164,461,14,2,1305.45,947.5,0
1165,461,2,2,4384.11,3285.39,0
1166,462,26,3,4822.71,3619.9,0
1167,463,18,2,3039.57,1911.48,0
1168,464,25,3,3017.53,2058.16,0
1169,464,20,2,4790.83,2691.55,0
1170,464,15,1,729.14,653.32,0.15
1171,464,12,2,7007.99,4295.88,0.05
1172,465,10,2,7208.28,5504.87,0.15
1173,465,24,1,939.73,559.48,0
1174,465,2,3,3726.49,3285.39,0.15
1175,466,24,1,892.74,559.48,0.05
1176,466,24,2,845.76,559.48,0.1
1177,466,29,1,2988.17,1988.04,0.05
1178,467,19,3,6507.09,4743.87,0.05
1179,467,17,3,4099.26,2655.66,0.1
1180,467,14,1,1305.45,947.5,0
1181,467,5,2,19664.68,13430.02,0
1182,468,28,2,2485.06,1570.6,0
1183,469,6,1,7823.89,6696.16,0.1
1184,469,19,2,6164.61,4743.87,0.1
1185,469,20,2,4790.83,2691.55,0
1186,469,27,1,859.17,621.93,0
1187,470,17,3,4099.26,2655.66,0.1
1188,470,12,1,7007.99,4295.88,0.05
1189,470,20,1,4311.75,2691.55,0.1
1190,470,19,1,6849.57,4743.87,0
1191,471,23,2,1201.98,811.63,0.1
1192,471,18,1,3039.57,1911.48,0
1193,472,15,1,857.81,653.32,0
1194,472,4,3,5453.51,3360.05,0.1
1195,472,3,1,19100.52,16855.87,0.15
1196,473,26,3,4099.3,3619.9,0.15
1197,474,23,2,1335.53,811.63,0
1198,474,11,1,10282.61,6707.36,0
1199,474,25,1,2866.65,2058.16,0.05
1200,474,21,2,3273.46,2679.2,0.15
1201,475,28,3,2236.55,1570.6,0.1
1202,475,16,3,4333.94,2488.44,0
1203,475,23,1,1135.2,811.63,0.15
1204,475,22,3,1604.83,1067.3,0
1205,476,28,2,2360.81,1570.6,0.05
1206,476,19,2,5822.13,4743.87,0.15
1207,476,27,2,859.17,621.93,0
1208,477,3,2,22471.2,16855.87,0
1209,477,21,1,3273.46,2679.2,0.15
1210,477,19,3,6164.61,4743.87,0.1
1211,477,17,1,4554.73,2655.66,0
1212,478,19,1,6507.09,4743.87,0.05
1213,478,3,3,22471.2,16855.87,0
1214,478,3,1,20224.08,16855.87,0.1
1215,479,10,2,8480.33,5504.87,0
1216,479,11,1,10282.61,6707.36,0
1217,480,27,2,859.17,621.93,0
1218,480,13,1,656.83,456.02,0
1219,481,7,3,2990.66,2318.63,0
1220,481,24,1,892.74,559.48,0.05
1221,481,15,2,772.03,653.32,0.1
1222,482,1,3,16875.16,9720.81,0
1223,482,8,2,10306.03,7508.58,0
1224,482,23,2,1335.53,811.63,0
1225,483,10,2,8480.33,5504.87,0
1226,484,1,2,16875.16,9720.81,0
1227,484,10,1,7632.3,5504.87,0.1
1228,485,17,1,4099.26,2655.66,0.1
1229,485,4,2,5453.51,3360.05,0.1
1230,486,25,3,2866.65,2058.16,0.05
1231,486,6,1,8693.21,6696.16,0
1232,487,11,2,9254.35,6707.36,0.1
1233,487,15,3,814.92,653.32,0.05
1234,487,22,1,1364.11,1067.3,0.15
1235,487,25,2,2715.78,2058.16,0.1
1236,488,18,2,2583.63,1911.48,0.15
1237,488,22,2,1444.35,1067.3,0.1
1238,488,7,3,2691.59,2318.63,0.1
1239,489,13,2,656.83,456.02,0
1240,489,3,1,22471.2,16855.87,0
1241,490,18,1,3039.57,1911.48,0
1242,490,11,3,8740.22,6707.36,0.15
1243,490,30,2,3559.62,2114.6,0.05
1244,491,10,1,7632.3,5504.87,0.1
1245,491,1,1,14343.89,9720.81,0.15
1246,491,29,3,2673.62,1988.04,0.15
1247,492,29,2,3145.44,1988.04,0
1248,492,8,3,9275.43,7508.58,0.1
1249,493,5,3,19664.68,13430.02,0
1250,493,21,3,3658.57,2679.2,0.05
1251,493,8,3,8760.13,7508.58,0.15
1252,493,12,1,6270.31,4295.88,0.15
1253,494,23,1,1335.53,811.63,0
1254,494,29,3,2673.62,1988.04,0.15
1255,494,17,3,3871.52,2655.66,0.15
1256,494,25,1,3017.53,2058.16,0
1257,495,28,3,2360.81,1570.6,0.05
1258,495,30,2,3372.27,2114.6,0.1
1259,495,25,3,2564.9,2058.16,0.15
1260,496,1,1,16875.16,9720.81,0
1261,496,23,3,1135.2,811.63,0.15
1262,496,19,2,6164.61,4743.87,0.1
1263,497,17,1,4099.26,2655.66,0.1
1264,497,23,1,1135.2,811.63,0.15
1265,498,22,1,1524.59,1067.3,0.05
1266,498,22,3,1604.83,1067.3,0
1267,498,26,3,4822.71,3619.9,0
1268,499,11,1,9254.35,6707.36,0.1
1269,499,1,2,16875.16,9720.81,0
1270,499,23,2,1335.53,811.63,0
1271,499,8,1,9790.73,7508.58,0.05
1272,500,4,3,6059.45,3360.05,0
1273,500,20,3,4072.21,2691.55,0.15
1274,500,20,2,4072.21,2691.55,0.15
1275,500,6,3,8258.55,6696.16,0.05
1276,501,19,2,6164.61,4743.87,0.1
1277,501,16,2,3683.85,2488.44,0.15
1278,501,26,1,4581.57,3619.9,0.05
1279,501,6,3,7389.23,6696.16,0.15
1280,502,28,1,2485.06,1570.6,0
1281,502,6,1,8258.55,6696.16,0.05
1282,502,20,1,4311.75,2691.55,0.1
1283,502,4,2,5756.48,3360.05,0.05
1284,503,14,2,1109.63,947.5,0.15
1285,503,16,1,3900.55,2488.44,0.1
1286,503,21,3,3466.02,2679.2,0.1
1287,504,16,2,3683.85,2488.44,0.15
1288,505,23,3,1268.75,811.63,0.05
1289,506,19,3,6507.09,4743.87,0.05
1290,506,9,1,659.2,447.76,0.15
1291,506,10,3,7208.28,5504.87,0.15
1292,506,13,2,591.15,456.02,0.1
1293,507,15,1,814.92,653.32,0.05
1294,507,2,1,4384.11,3285.39,0
1295,507,29,2,2988.17,1988.04,0.05
1296,507,30,3,3559.62,2114.6,0.05
1297,508,17,2,4554.73,2655.66,0
1298,508,13,1,656.83,456.02,0
1299,509,11,2,10282.61,6707.36,0
1300,509,24,1,892.74,559.48,0.05
1301,510,12,1,6639.15,4295.88,0.1
1302,510,11,1,9254.35,6707.36,0.1
1303,511,29,2,3145.44,1988.04,0
1304,511,23,3,1135.2,811.63,0.15
1305,512,1,3,14343.89,9720.81,0.15
1306,512,19,3,6164.61,4743.87,0.1
1307,512,21,1,3658.57,2679.2,0.05
1308,513,28,1,2236.55,1570.6,0.1
1309,514,22,2,1604.83,1067.3,0
1310,514,11,1,9254.35,6707.36,0.1
1311,515,4,1,5150.53,3360.05,0.15
1312,515,8,3,8760.13,7508.58,0.15
1313,516,12,2,7376.83,4295.88,0
1314,516,13,3,656.83,456.02,0
1315,517,6,3,8693.21,6696.16,0
1316,517,23,2,1135.2,811.63,0.15
1317,517,24,1,892.74,559.48,0.05
1318,518,11,2,10282.61,6707.36,0
1319,518,30,1,3746.97,2114.6,0
1320,519,17,1,4326.99,2655.66,0.05
1321,519,28,3,2485.06,1570.6,0
1322,520,28,1,2485.06,1570.6,0
1323,520,26,1,4581.57,3619.9,0.05
